Date,Time,Description,Type,Amount,Balance,Mode,Ref
11-06-2024,02:40,BANGALORE ELEC SUPPLY,DR,₹2324,-229276,UPI,TXN707940
11-06-2024,10:17,POS STARBUCKS BANGALORE,Debit,433,-226952,UPI,TXN939444
11-06-2024,14:25,ATM-WDL-SBI-4084,Debit,500,-760375,ATM,TXN930895
12-06-2024,01:36,UPI-ZEPTO-7106@HDFCBANK,DR,Rs. 641,-229917,UPI,TXN588323
12-Jun-24,04:44,UPI-GROWWPAY@HDFCBANK,Debit,"3,834.00",-233976,UPI,TXN878594
12-06-2024,05:54,NETFLIX.COM,Debit,Rs. 626,686453,UPI,TXN130434
12-06-2024,09:29,ATM-WDL-ICICI-4739,DR,₹500,-718445,ATM,TXN802699
12-06-2024,09:59,ZOMATO MEDIA P L,DR,383,-235104,UPI,TXN755425
12-06-2024,14:38,POS SWIGGY-RESTAURANT,DR,368,-234344,UPI,TXN526772
12-06-2024,14:40,POS SWIGGY BANGALORE,Debit,Rs. 605,-235709,UPI,TXN217314
12-06-2024,16:29,POS ZOMATO,Debit,Rs. 377,-234721,UPI,TXN731402
12-Jun-24,23:36,UPI-SWIGGY-INSTAMART@OKAXIS,DR,₹225,-230142,UPI,TXN385173
13-06-2024,01:46,FSN E-COMMERCE,Debit,785,-240838,UPI,TXN996157
13-Jun-24,11:37,COFFEE DAY GLOBAL,Debit,₹308,-240053,UPI,TXN364405
13-06-2024,12:36,POS NYKAA BANGALORE,Debit,Rs. 416,-236125,UPI,TXN977101
13-Jun-24,12:59,ROPPEN TRANSPORTATION,DR,₹172,-241344,UPI,TXN270651
13-06-2024,13:25,TWC INDIA,DR,333,-236458,UPI,TXN263264
13-06-2024,14:06,AMAZONIN MARKETPLACE,Debit,₹334,-241172,UPI,TXN388086
13-Jun-24,15:37,BWSSB WATER BILL,Debit,Rs. 292,-239745,UPI,TXN665200
13-06-2024,17:07,UPI-SWIGGY6053@OKAXIS,Debit,Rs. 396,-239453,UPI,TXN718335
13-06-2024,20:34,UPI-SWIGGY-INSTAMART@OKAXIS,DR,833,-239057,UPI,TXN174801
13-Jun-24,21:12,POS BANGALORE RESTAURANT,DR,"Rs. 1,766",-238224,UPI,TXN892514
14-06-2024,13:23,ANI Technologies,DR,₹477,-242652,UPI,TXN557484
14-Jun-24,13:43,UPI-OLACABS@HDFCBANK,DR,₹199,-241543,UPI,TXN291551
14-06-2024,21:37,ZOMATO-DINING,DR,₹632,-242175,UPI,TXN734604
15-06-2024,01:16,Amazon Pay India,DR,₹3179,-245831,UPI,TXN295864
15-Jun-24,05:21,SPOTIFY*PREMIUM,DR,119,686334,UPI,TXN795205
15-Jun-24,09:44,UPI-SWIGGY-3505@HDFCBANK,Debit,₹380,-246341,UPI,TXN950879
15-06-2024,13:34,ROPPEN TRANSPORTATION,Debit,₹130,-245961,UPI,TXN312281
15-06-2024,18:55,INSTAMART BANGALORE,DR,Rs. 410,-247891,UPI,TXN621282
15-06-2024,19:54,POS SWIGGY BANGALORE,DR,441,-247207,UPI,TXN980563
15-06-2024,21:52,POS UBER BANGALORE,DR,274,-247481,UPI,TXN491834
15-Jun-24,22:55,Swiggy*Order,Debit,425,-246766,UPI,TXN942918
16-06-2024,00:04,AMAZONIN MARKETPLACE,Debit,945,-248836,UPI,TXN458070
16-06-2024,03:38,POS NYKAA BANGALORE,DR,695,-252846,UPI,TXN619103
16-Jun-24,08:50,UBER SYSTEMS INDIA,Debit,464,-252151,UPI,TXN581379
16-Jun-24,11:19,POS OLA-PRIME,DR,218,-251312,UPI,TXN246043
16-06-2024,12:39,POS INDIAN OIL BANGALORE,DR,1793,-251094,UPI,TXN351044
16-06-2024,16:12,TWC INDIA,DR,375,-251687,UPI,TXN405619
16-06-2024,16:20,KIRANAKART TECH,DR,₹465,-249301,UPI,TXN613462
16-Jun-24,23:37,AMAZON SELLER SVCS,Debit,"Rs. 2,519",-255365,UPI,TXN505678
17-06-2024,00:42,UPI-AMAZONPAY@HDFCBANK,DR,740,-256695,UPI,TXN698335
17-Jun-24,09:48,UPI-SWIGGY-0015@HDFCBANK,DR,590,-255955,UPI,TXN820082
17-06-2024,12:19,SWIGGY-INSTAMART,Debit,402,-258032,UPI,TXN503151
17-06-2024,20:01,UPI-RESTAURANT-2648@PAYTM,Debit,"Rs. 1,408",-259440,UPI,TXN745543
17-Jun-24,20:17,POS SWIGGY-RESTAURANT,DR,594,-257630,UPI,TXN393046
17-06-2024,20:22,UPI-STARBUCKS@AXIS,Debit,341,-257036,UPI,TXN268187
18-06-2024,02:44,BWSSB WATER BILL,Debit,301,-263741,UPI,TXN340216
18-06-2024,04:09,AMAZON SELLER SVCS,DR,Rs. 883,-260323,UPI,TXN360849
18-06-2024,04:54,Flipkart Internet,Debit,₹2698,-263440,UPI,TXN841452
18-06-2024,09:04,UPI-SWIGGY-INSTAMART@OKAXIS,DR,Rs. 417,-264158,UPI,TXN543824
18-06-2024,09:09,ATM-WDL-SBI-0874,Debit,₹5000,-724544,ATM,TXN793023
18-06-2024,11:01,ANI Technologies,DR,371,-260742,UPI,TXN372482
18-Jun-24,17:58,UPI-VIKAS-1878@OKAXIS,Debit,1099,-719544,UPI,TXN527265
18-Jun-24,17:58,UPI-VIKAS-1878@OKAXIS,Debit,1099,-719544,UPI,TXN527265
18-06-2024,21:24,BMTC BUS PASS,DR,48,-260371,UPI,TXN507759
19-06-2024,05:09,POS SWIGGY BANGALORE,Debit,₹613,-265300,UPI,TXN215213
19-Jun-24,07:38,BHIM-BMTC,Debit,Rs. 12,-265312,UPI,TXN667771
19-06-2024,07:59,BHIM-BMTC,DR,21,-264687,UPI,TXN512935
19-06-2024,08:02,POS BANGALORE RESTAURANT,Debit,₹723,-266078,UPI,TXN125035
19-Jun-24,10:01,KIRANAKART TECH,DR,Rs. 370,-266448,UPI,TXN356368
19-Jun-24,20:12,ZOMATO MEDIA P L,DR,508,-264666,UPI,TXN486851
19-06-2024,21:29,BMTC BUS PASS,Debit,Rs. 43,-265355,UPI,TXN627593
19-06-2024,21:57,BUNDL Tech P L,Debit,404,-266852,UPI,TXN357284
19-06-2024,21:59,POS DMART BANGALORE,Debit,₹794,-267646,UPI,TXN960979
20-06-2024,02:05,UPI-HOTSTAR@AXIS,Debit,"1,176.00",685158,UPI,TXN497542
20-06-2024,03:46,UPI-ZOMATO-LIMITED@PAYTM,DR,Rs. 447,-273727,UPI,TXN459385
20-Jun-24,05:32,OLA ELECTRIC,Debit,₹231,-271647,UPI,TXN153389
20-Jun-24,09:26,Swiggy*Order,Debit,₹471,-273280,UPI,TXN169445
20-Jun-24,14:56,POS THIRD WAVE COFFEE,DR,₹312,-271959,UPI,TXN964774
20-06-2024,18:28,POS BLINKIT,Debit,₹850,-272809,UPI,TXN417624
20-Jun-24,22:55,POS FLIPKART BANGALORE,DR,₹3770,-271416,UPI,TXN845647
20-06-2024,23:54,UBER SYSTEMS INDIA,Debit,380,-274107,UPI,TXN975937
21-Jun-24,00:34,POS THIRD WAVE COFFEE,DR,₹309,-280561,UPI,TXN286198
21-06-2024,06:38,MYNTRA DESIGNS,Debit,"1,504.00",-275611,UPI,TXN524368
21-06-2024,12:53,UPI-SWIGGY6013@OKAXIS,DR,367,-280928,UPI,TXN141433
21-Jun-24,12:54,POS OLA-PRIME,Debit,₹240,-280252,UPI,TXN186308
21-Jun-24,15:26,RAPIDO BIKE TAXI,DR,137,-276369,UPI,TXN159667
21-Jun-24,19:09,Amazon Pay India,Debit,"Rs. 3,643",-280012,UPI,TXN515597
21-06-2024,19:51,BUNDL Tech P L,DR,₹621,-276232,UPI,TXN203386
21-Jun-24,20:12,POS UBER BANGALORE,DR,₹227,-281155,UPI,TXN168097
22-Jun-24,10:05,BHIM SWIGGY,Debit,210,-285753,UPI,TXN707408
22-Jun-24,10:49,POS MEGHANA FOODS,Debit,"1,733.00",-282888,UPI,TXN949630
22-Jun-24,11:04,UPI-SWIGGY-8838@HDFCBANK,Debit,Rs. 205,-286220,UPI,TXN843588
22-06-2024,12:46,POS DINEOUT,Debit,₹7935,-480815,UPI,TXN540191
22-06-2024,16:52,POS EMPIRE RESTAURANT,DR,969,-287189,UPI,TXN362773
22-Jun-24,17:26,ZOMATO MEDIA P L,DR,262,-286015,UPI,TXN481901
22-Jun-24,21:42,UPI-VIKAS-9964@OKAXIS,DR,"Rs. 1,472",-764161,UPI,TXN907498
22-Jun-24,22:19,AMAZONIN MARKETPLACE,Debit,₹2655,-285543,UPI,TXN583694
23-06-2024,12:33,POS STARBUCKS BANGALORE,DR,420,-288662,UPI,TXN673700
23-06-2024,12:39,POS BLINKIT,DR,581,-288242,UPI,TXN999441
23-Jun-24,14:14,BANGALORE ELEC SUPPLY,DR,"1,445.00",-290302,UPI,TXN513990
23-06-2024,16:02,KIRANAKART TECH,Debit,377,-290679,UPI,TXN536999
23-06-2024,23:09,FLIPKART INDIA,DR,472,-287661,UPI,TXN762215
23-Jun-24,23:29,POS ZEPTO BANGALORE,Debit,Rs. 195,-288857,UPI,TXN586060
24-06-2024,08:18,TATA STARBUCKS,Debit,Rs. 351,-293095,UPI,TXN675333
24-06-2024,10:34,OLA CABS,Debit,₹455,-292744,UPI,TXN885813
24-Jun-24,19:49,UPI-RESTAURANT-7645@PAYTM,Debit,1610,-292289,UPI,TXN507923
24-06-2024,22:09,ATM-WDL-ICICI-3918,Debit,₹2000,-731544,ATM,TXN716155
25-Jun-24,00:12,AIRTEL POSTPAID,Debit,₹302,-297312,UPI,TXN430479
25-06-2024,04:48,AMAZON PRIME VIDEO,Debit,₹1042,684116,UPI,TXN783414
25-06-2024,05:53,POS MEGHANA FOODS,Debit,496,-297808,UPI,TXN924334
25-Jun-24,10:07,UPI-SWIGGY-9077@HDFCBANK,Debit,₹616,-293711,UPI,TXN573213
25-06-2024,13:16,UPI-THIRDWAVE@OKAXIS,DR,Rs. 385,-294843,UPI,TXN647447
25-Jun-24,14:21,Amazon Pay India,DR,17504,-629345,UPI,TXN103223
25-06-2024,14:44,FLIPKART INDIA,Debit,574,-297010,UPI,TXN308785
25-Jun-24,15:53,GROFERS INDIA P L,Debit,Rs. 747,-294458,UPI,TXN506722
25-06-2024,18:30,UPI-RESTAURANT-0874@PAYTM,Debit,₹1593,-296436,UPI,TXN768455
26-06-2024,01:51,DISNEY HOTSTAR,DR,₹1038,-301847,UPI,TXN779986
26-Jun-24,05:19,BHIM SWIGGY,Debit,610,-300351,UPI,TXN205314
26-Jun-24,08:38,ATM-WDL-ICICI-5025,DR,"Rs. 2,000",-706388,ATM,TXN367642
26-Jun-24,09:07,AMAZONIN MARKETPLACE,DR,₹22008,-699028,UPI,TXN313051
26-Jun-24,12:52,POS ZEPTO BANGALORE,DR,585,-298393,UPI,TXN260470
26-06-2024,13:46,UPI-NETFLIX-MEMB@HDFCBANK,Debit,Rs. 596,-302710,UPI,TXN460991
26-06-2024,14:54,BIGBASKET BANGALORE,DR,₹655,-299741,UPI,TXN939250
26-Jun-24,16:06,BWSSB WATER BILL,DR,₹267,-302114,UPI,TXN648379
26-Jun-24,18:02,VODAFONE IDEA LTD,DR,458,-300809,UPI,TXN212018
26-06-2024,21:04,POS ZEPTO BANGALORE,Debit,693,-299086,UPI,TXN244100
27-06-2024,09:37,POS HP PETROL STATION,Debit,₹1089,-303799,UPI,TXN719433
27-06-2024,12:08,ZOMATO BENGALURU,DR,₹495,-304294,UPI,TXN148826
27-06-2024,16:08,TATA STARBUCKS,DR,Rs. 331,-304625,UPI,TXN568791
27-Jun-24,16:33,FLIPKART INDIA,DR,"Rs. 15,955",-540377,UPI,TXN403768
27-Jun-24,20:50,UPI-SWIGGY3466@OKAXIS,Debit,243,-304868,UPI,TXN253003
28-06-2024,11:41,ANI Technologies,Debit,₹234,-306264,UPI,TXN239970
28-Jun-24,12:31,Swiggy*Order,Debit,Rs. 376,-306640,UPI,TXN823420
28-06-2024,17:18,SWIGGY-INSTAMART,DR,284,-306030,UPI,TXN168466
28-Jun-24,21:33,BUNDL Tech P L,DR,₹589,-307229,UPI,TXN356161
28-06-2024,21:54,BLINKIT BANGALORE,Debit,₹878,-305746,UPI,TXN974187
29-Jun-24,00:12,UPI-OLACABS@HDFCBANK,Debit,215,-307614,UPI,TXN802374
29-06-2024,10:35,UPI-BLINKIT-1828@PAYTM,DR,Rs. 216,-308860,UPI,TXN874494
29-Jun-24,14:22,KIRANAKART TECH,DR,₹515,-310230,UPI,TXN962258
29-Jun-24,16:39,UPI-RAPIDO@OKAXIS,Debit,170,-307399,UPI,TXN540114
29-06-2024,18:36,POS BANGALORE RESTAURANT,Debit,"1,030.00",-308644,UPI,TXN658352
29-Jun-24,19:35,POS SWIGGY BANGALORE,DR,Rs. 405,-309265,UPI,TXN394032
29-06-2024,20:46,ZOMATO-DINING,DR,₹203,-309715,UPI,TXN703638
29-06-2024,21:57,UPI-UBER-3218@HDFCBANK,DR,247,-309512,UPI,TXN667358
30-06-2024,11:53,SWIGGY-INSTAMART,DR,637,-311783,UPI,TXN274261
30-Jun-24,16:35,BHIM ZEPTO,DR,693,-312476,UPI,TXN792601
30-06-2024,17:12,UPI-STARBUCKS@AXIS,DR,327,-310557,UPI,TXN859233
30-06-2024,19:56,POS ZOMATO,DR,₹589,-311146,UPI,TXN492729
30-06-2024,22:27,OLA ELECTRIC,DR,₹208,-312684,UPI,TXN910085
